CDTS,EID,START_DATE,CALL_NUMBER,PRIORITY,REPORT_DATE,OFFENSE_DATE,OFFENSE_TIME,CALLTYPE_CODE,CALL_TYPE,FINAL_DISPO_CODE,FINAL_DISPO,ADDRESS,CITY,STATE
20240104223634PS,9849179,1/4/2024 12:00:00 AM,P240040753,3,1/4/2024 12:00:00 AM,1/4/2024 12:00:00 AM,19:29:16,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[7100]-[7200] VIA PORTADA ,San Jose,CA
20240714200034PD,10091470,7/14/2024 12:00:00 AM,P241960731,3,7/14/2024 12:00:00 AM,7/14/2024 12:00:00 AM,19:20:35,23103,RECKLESS DRIVING,N,No report required; dispatch record only,SANTA TERESA BL & MARTINVALE LN,San Jose,CA
20240121210613PS,9869313,1/21/2024 12:00:00 AM,P240210648,3,1/21/2024 12:00:00 AM,1/21/2024 12:00:00 AM,18:51:07,10851,STOLEN VEHICLE,R,Report taken,[200]-[300] N CAPITOL AV ,San Jose,CA
20240818000954PD,10133925,8/17/2024 12:00:00 AM,P242300006,4,8/17/2024 12:00:00 AM,8/17/2024 12:00:00 AM,00:07:15,602PC,TRESPASSING,N,No report required; dispatch record only,Not a valid geographical location in CAD.,San Jose,CA
20240223182416PS,9910907,2/27/2024 12:00:00 AM,P240540560,3,2/23/2024 12:00:00 AM,2/23/2024 12:00:00 AM,16:30:25,10851,STOLEN VEHICLE,R,Report taken,[300]-[400] KEYES ST ,San Jose,CA
20240416223927PD,9977424,4/16/2024 12:00:00 AM,P241070995,3,4/16/2024 12:00:00 AM,4/16/2024 12:00:00 AM,22:38:17,1066,SUSPICIOUS PERSON,N,No report required; dispatch record only,[0]-[100] MONTECITO VISTA DR ,San Jose,CA
20240610232646PD,10046928,6/10/2024 12:00:00 AM,P241620810,2,6/10/2024 12:00:00 AM,6/10/2024 12:00:00 AM,19:31:53,415F,"DISTURBANCE, FAMILY",A,Arrest Made,[2100]-[2200] OAKLAND RD ,San Jose,CA
20240708001611PD,10082526,7/7/2024 12:00:00 AM,P241891030,3,7/7/2024 12:00:00 AM,7/7/2024 12:00:00 AM,23:22:29,1066,SUSPICIOUS PERSON,DUPNCAN,No Disposition,[0]-[100] UNION ST ,San Jose,CA
20240520075748PD,10019259,5/20/2024 12:00:00 AM,P241410152,5,5/20/2024 12:00:00 AM,5/20/2024 12:00:00 AM,07:03:13,22500,PARKING VIOLATION,R,Report taken,[800]-[900] S 5TH ST ,San Jose,CA
20240221135359PS,9908300,2/27/2024 12:00:00 AM,P240520425,2,2/21/2024 12:00:00 AM,2/21/2024 12:00:00 AM,12:48:20,1066X,SUSPICIOUS FEMALE,N,No report required; dispatch record only,[1100]-[1200] COLEMAN AV ,San Jose,CA
20240115092319PS,9861435,1/15/2024 12:00:00 AM,P240150249,3,1/15/2024 12:00:00 AM,1/15/2024 12:00:00 AM,09:17:07,1033A,"ALARM, AUDIBLE",CAN,Canceled,[1400]-[1500] W SAN CARLOS ST ,San Jose,CA
20241029122445PD,10228104,10/29/2024 12:00:00 AM,P243030351,2,10/29/2024 12:00:00 AM,10/29/2024 12:00:00 AM,12:12:29,911UNK,UNK TYPE 911 CALL,CAN,Canceled,[3100]-[3200] RASMUS CL ,San Jose,CA
20240413225011PD,9973760,4/13/2024 12:00:00 AM,P241040750,6,4/13/2024 12:00:00 AM,4/13/2024 12:00:00 AM,22:40:55,1195,VEHICLE STOP,N,No report required; dispatch record only,MONTEREY RD & BELLEVUE AV,San Jose,CA
20240107195350PS,9852557,1/7/2024 12:00:00 AM,P240070561,4,1/7/2024 12:00:00 AM,1/7/2024 12:00:00 AM,18:06:56,22500,PARKING VIOLATION,CAN,Canceled,[1700]-[1800] SCOTT ST ,San Jose,CA
20240202144638PS,9883708,6/12/2024 12:00:00 AM,P240330470,6,2/2/2024 12:00:00 AM,2/2/2024 12:00:00 AM,14:36:41,1195,VEHICLE STOP,D,"Traffic Citation Issued, Hazardous Violation",MONTEREY RD & SAN JOSE AV,San Jose,CA
20240203173105PS,9885102,6/12/2024 12:00:00 AM,P240340572,2,2/3/2024 12:00:00 AM,2/3/2024 12:00:00 AM,16:31:59,242,BATTERY,R,Report taken,[1800]-[1900] BISCAYNE WY ,San Jose,CA
20240917184402PD,10174657,9/17/2024 12:00:00 AM,P242610703,2,9/17/2024 12:00:00 AM,9/17/2024 12:00:00 AM,18:42:39,1183,"VEHICLE ACCIDENT, UNKNOWN INJURIES",DUPNCAN,No Disposition,W MONTAGUE EX & N 1ST ST,San Jose,CA
20241009060104PD,10202543,10/9/2024 12:00:00 AM,P242830143,1,10/9/2024 12:00:00 AM,10/9/2024 12:00:00 AM,05:55:53,1033S,"ALARM, SILENT",CAN,Canceled,[1200]-[1300] ALMA CT ,San Jose,CA
20240527161459PD,10028612,5/27/2024 12:00:00 AM,P241480499,2,5/27/2024 12:00:00 AM,5/27/2024 12:00:00 AM,14:43:33,415,DISTURBANCE,N,No report required; dispatch record only,[1700]-[1800] HALLMARK LN ,San Jose,CA
20240516000922PD,10013944,5/15/2024 12:00:00 AM,P241361058,1,5/15/2024 12:00:00 AM,5/15/2024 12:00:00 AM,23:52:19,SUSCIR,SUSPICIOUS CIRCUMSTANCES,N,No report required; dispatch record only,[400]-[500] LEWIS RD ,San Jose,CA
20240104125925PS,9848708,1/4/2024 12:00:00 AM,P240040380,3,1/4/2024 12:00:00 AM,1/4/2024 12:00:00 AM,12:50:22,23103,RECKLESS DRIVING,CAN,Canceled,,San Jose,CA
20240102010555PS,9845855,1/2/2024 12:00:00 AM,P240020044,6,1/2/2024 12:00:00 AM,1/2/2024 12:00:00 AM,00:59:02,1195,VEHICLE STOP,N,No report required; dispatch record only,E SANTA CLARA ST & S 16TH ST,San Jose,CA
20240614175639PD,10051838,6/14/2024 12:00:00 AM,P241660605,6,6/14/2024 12:00:00 AM,6/14/2024 12:00:00 AM,17:45:11,1195,VEHICLE STOP,N,No report required; dispatch record only,ALMADEN EX & FOXWORTHY AV,San Jose,CA
20240316202000PD,9939034,3/16/2024 12:00:00 AM,P240760777,1,3/16/2024 12:00:00 AM,3/16/2024 12:00:00 AM,20:08:54,1033S,"ALARM, SILENT",U,Unfounded event,[1800]-[1900] HILLSDALE AV ,San Jose,CA
20240227130526PS,9915882,2/27/2024 12:00:00 AM,P240580423,6,2/27/2024 12:00:00 AM,2/27/2024 12:00:00 AM,12:55:31,1195,VEHICLE STOP,N,No report required; dispatch record only,[3200]-[3300] LOMA VERDE DR ,San Jose,CA
20240813153930PD,10129696,8/13/2024 12:00:00 AM,P242260503,3,8/13/2024 12:00:00 AM,8/13/2024 12:00:00 AM,15:06:08,WELCK,WELFARE CHECK,N,No report required; dispatch record only,,San Jose,CA
20240613050735PD,10049828,6/13/2024 12:00:00 AM,P241650065,6,6/13/2024 12:00:00 AM,6/13/2024 12:00:00 AM,01:14:33,1195,VEHICLE STOP,A,Arrest Made,E SANTA CLARA ST & N 10TH ST,San Jose,CA
20240723133130PD,10102615,7/23/2024 12:00:00 AM,P242050376,3,7/23/2024 12:00:00 AM,7/23/2024 12:00:00 AM,11:46:59,1033,ALARM,N,No report required; dispatch record only,[2700]-[2800] LANTZ AV ,San Jose,CA
20240804020100PD,10117919,8/4/2024 12:00:00 AM,P242170111,4,8/4/2024 12:00:00 AM,8/4/2024 12:00:00 AM,02:00:07,415,DISTURBANCE,CAN,Canceled,[300]-[400] VISTA ROMA WY ,San Jose,CA
20241016120738PD,10211695,10/16/2024 12:00:00 AM,P242900375,3,10/16/2024 12:00:00 AM,10/16/2024 12:00:00 AM,11:38:05,1182,"VEHICLE ACCIDENT, PROPERTY DAMAGE",N,No report required; dispatch record only,[1100]-[1200] STORY RD ,San Jose,CA
20240315025111PD,9936755,3/15/2024 12:00:00 AM,P240750018,2,3/15/2024 12:00:00 AM,3/15/2024 12:00:00 AM,00:33:48,415UNK,"DISTURBANCE, UNKNOWN",N,No report required; dispatch record only,[700]-[800] S 11TH ST ,San Jose,CA
20240124110400PS,9872427,1/24/2024 12:00:00 AM,P240240285,1,1/24/2024 12:00:00 AM,1/24/2024 12:00:00 AM,10:39:00,1066W,SUSPICIOUS PERSON W/ WEAPON,N,No report required; dispatch record only,,San Jose,CA
20240725163152PD,10105600,7/25/2024 12:00:00 AM,P242070642,2,7/25/2024 12:00:00 AM,7/25/2024 12:00:00 AM,16:29:20,415F,"DISTURBANCE, FAMILY",DUPNCAN,No Disposition,[4500]-[4600] MADOC WY ,San Jose,CA
20240528172212PD,10029866,5/28/2024 12:00:00 AM,P241490595,2,5/28/2024 12:00:00 AM,5/28/2024 12:00:00 AM,16:14:19,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[2000]-[2100] ASSUNTA WY ,San Jose,CA
20240615222418PD,10053428,6/15/2024 12:00:00 AM,P241670893,4,6/15/2024 12:00:00 AM,6/15/2024 12:00:00 AM,22:04:57,415M,"DISTURBANCE, MUSIC",CAN,Canceled,[3600]-[3700] TRONSON CT ,San Jose,CA
20240730164131PD,10111862,7/30/2024 12:00:00 AM,P242120494,3,7/30/2024 12:00:00 AM,7/30/2024 12:00:00 AM,13:38:28,10852,TAMPERING WITH A VEHICLE,R,Report taken,[2600]-[2700] GOMES DR ,San Jose,CA
20240201101158PS,9882106,6/12/2024 12:00:00 AM,P240320232,4,2/1/2024 12:00:00 AM,2/1/2024 12:00:00 AM,9:30:56,22500,PARKING VIOLATION,G,Gone on Arrival/unable to locate,[800]-[900] ST ELIZABETH DR ,San Jose,CA
20240114183027PS,9860795,1/14/2024 12:00:00 AM,P240140655,2,1/14/2024 12:00:00 AM,1/14/2024 12:00:00 AM,18:29:31,1066P,SUSPICIOUS PACKAGE,CAN,Canceled,[1700]-[1800] AIRPORT BL ,San Jose,CA
20240211234039PS,9896579,6/12/2024 12:00:00 AM,P240420823,3,2/11/2024 12:00:00 AM,2/11/2024 12:00:00 AM,22:58:05,415N,"DISTURBANCE, NEIGHBOR",N,No report required; dispatch record only,[2000]-[2100] MONTEREY RD ,San Jose,CA
20240519202004PD,10018839,5/19/2024 12:00:00 AM,P241400738,6,5/19/2024 12:00:00 AM,5/19/2024 12:00:00 AM,20:13:39,1195,VEHICLE STOP,N,No report required; dispatch record only,ROUNDTABLE DR & BENDORF DR,San Jose,CA
20240515135816PD,10013074,5/15/2024 12:00:00 AM,P241360367,2,5/15/2024 12:00:00 AM,5/15/2024 12:00:00 AM,10:59:14,AID,PUBLIC SAFETY ASSISTANCE,H,Courtesy Service/Citizen or agency assist,[1500]-[1600] ROBERTS AV ,San Jose,CA
20240613095145PD,10050110,6/13/2024 12:00:00 AM,P241650274,2,6/13/2024 12:00:00 AM,6/13/2024 12:00:00 AM,09:37:46,WELCKEMS,WELFARE CHECK (COMBINED EVENT),CAN,Canceled,E SAN CARLOS ST & S 1ST ST,San Jose,CA
20240618200026PD,10057148,6/18/2024 12:00:00 AM,P241700802,2,6/18/2024 12:00:00 AM,6/18/2024 12:00:00 AM,19:09:14,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[6700]-[6800] DANRIDGE DR ,San Jose,CA
20240621074620PD,10060135,6/21/2024 12:00:00 AM,P241730173,2,6/21/2024 12:00:00 AM,6/21/2024 12:00:00 AM,07:20:13,415,DISTURBANCE,N,No report required; dispatch record only,[2000]-[2100] AIRPORT BL ,San Jose,CA
20240929010633PD,10189247,9/29/2024 12:00:00 AM,P242730043,4,9/29/2024 12:00:00 AM,9/29/2024 12:00:00 AM,00:48:16,12500,UNLICENSED DRIVER,E,"Traffic Citation Issued, Non-Hazardous Violation",STORY RD & GALAHAD AV,San Jose,CA
20240120160402PS,9867993,1/20/2024 12:00:00 AM,P240200495,5,1/20/2024 12:00:00 AM,1/20/2024 12:00:00 AM,15:27:09,459VEH,VEHICLE BURGLARY,R,Report taken,[4900]-[5000] ALMADEN EX ,San Jose,CA
20240505220903PD,10001058,5/5/2024 12:00:00 AM,P241260796,4,5/5/2024 12:00:00 AM,5/5/2024 12:00:00 AM,20:47:28,WELCK,WELFARE CHECK,CAN,Canceled,[6000]-[6100] GREAT OAKS PY ,San Jose,CA
20241005175612PD,10197769,10/5/2024 12:00:00 AM,P242790598,5,10/5/2024 12:00:00 AM,10/5/2024 12:00:00 AM,16:52:14,10851R,RECOVERED STOLEN VEHICLE,O,Supplemental report taken,FORESTDALE AV & MELBOURNE BL,San Jose,CA
20240102011946PS,9845866,1/2/2024 12:00:00 AM,P240020053,6,1/2/2024 12:00:00 AM,1/2/2024 12:00:00 AM,01:11:42,1195,VEHICLE STOP,N,No report required; dispatch record only,E SAN FERNANDO ST & S 2ND ST,San Jose,CA
20240617212227PD,10055944,6/17/2024 12:00:00 AM,P241690846,4,6/17/2024 12:00:00 AM,6/17/2024 12:00:00 AM,20:44:44,415FC,"DISTURBANCE, FIRECRACKERS",CAN,Canceled,[4600]-[4700] MERIDIAN AV ,San Jose,CA
20240608235623PD,10044606,6/8/2024 12:00:00 AM,P241600911,2,6/8/2024 12:00:00 AM,6/8/2024 12:00:00 AM,22:54:23,415F,"DISTURBANCE, FAMILY",N,No report required; dispatch record only,[1100]-[1200] GARRETT CT ,San Jose,CA
20241005181153PD,10197847,10/5/2024 12:00:00 AM,P242790660,3,10/5/2024 12:00:00 AM,10/5/2024 12:00:00 AM,17:51:17,484,THEFT,N,No report required; dispatch record only,[2100]-[2200] MORRILL AV ,San Jose,CA
20240623124055PD,10063019,6/23/2024 12:00:00 AM,P241750361,3,6/23/2024 12:00:00 AM,6/23/2024 12:00:00 AM,10:26:40,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[2600]-[2700] META DR ,San Jose,CA
20240704161936PD,10077582,7/4/2024 12:00:00 AM,P241860448,2,7/4/2024 12:00:00 AM,7/4/2024 12:00:00 AM,14:25:47,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[1400]-[1500] DUBERT LN ,San Jose,CA
20240614201434PD,10051935,6/14/2024 12:00:00 AM,P241660685,3,6/14/2024 12:00:00 AM,6/14/2024 12:00:00 AM,19:26:53,1181,"VEHICLE ACCIDENT, MINOR INJURIES",N,No report required; dispatch record only,PENITENCIA CREEK RD & PIEDMONT RD,San Jose,CA
20240725003803PD,10104630,7/24/2024 12:00:00 AM,P242060980,2,7/24/2024 12:00:00 AM,7/24/2024 12:00:00 AM,22:17:17,SUSCIR,SUSPICIOUS CIRCUMSTANCES,R,Report taken,[300]-[400] N 9TH ST ,San Jose,CA
20240923014539PD,10181404,9/23/2024 12:00:00 AM,P242670040,6,9/23/2024 12:00:00 AM,9/23/2024 12:00:00 AM,01:10:50,1195,VEHICLE STOP,E,"Traffic Citation Issued, Non-Hazardous Violation",[0]-[100] STEWART AV ,San Jose,CA
20240601005753PD,10034440,6/1/2024 12:00:00 AM,P241530044,3,6/1/2024 12:00:00 AM,6/1/2024 12:00:00 AM,00:45:18,1033A,"ALARM, AUDIBLE",U,Unfounded event,[3700]-[3800] N 1ST ST ,San Jose,CA
20241016114558PD,10211636,10/16/2024 12:00:00 AM,P242900330,3,10/16/2024 12:00:00 AM,10/16/2024 12:00:00 AM,10:42:34,602PC,TRESPASSING,N,No report required; dispatch record only,[1200]-[1300] PIEDMONT RD ,San Jose,CA
20241020090858PD,10216552,10/20/2024 12:00:00 AM,P242940278,2,10/20/2024 12:00:00 AM,10/20/2024 12:00:00 AM,08:32:34,1182,"VEHICLE ACCIDENT, PROPERTY DAMAGE",N,No report required; dispatch record only,BLOSSOM HILL RD & EAGLES LN,San Jose,CA
20240117072908PS,9863688,1/17/2024 12:00:00 AM,P240170061,2,1/17/2024 12:00:00 AM,1/17/2024 12:00:00 AM,02:46:18,23152,MISDEMEANOR DUI,N,No report required; dispatch record only,[500]-[500] RACE ST ,San Jose,CA
20240326180605PD,9951788,3/26/2024 12:00:00 AM,P240860609,2,3/26/2024 12:00:00 AM,3/26/2024 12:00:00 AM,16:49:14,WELCKEMS,WELFARE CHECK (COMBINED EVENT),N,No report required; dispatch record only,[0]-[100] S 10TH ST ,San Jose,CA
20241024140304PD,10221707,10/24/2024 12:00:00 AM,P242980381,2,10/24/2024 12:00:00 AM,10/24/2024 12:00:00 AM,12:01:20,5150X,MENTALLY DISTURBED FEMALE,R,Report taken,[300]-[400] ARCO CT ,San Jose,CA
20240301083738PS,9919293,3/1/2024 12:00:00 AM,P240610142,4,3/1/2024 12:00:00 AM,3/1/2024 12:00:00 AM,07:35:51,22500,PARKING VIOLATION,R,Report taken,[800]-[900] S 3RD ST ,San Jose,CA
20240523145912PD,10023528,5/23/2024 12:00:00 AM,P241440500,1,5/23/2024 12:00:00 AM,5/23/2024 12:00:00 AM,13:45:58,211,ROBBERY,R,Report taken,[4000]-[4100] STEVENS CREEK BL ,San Jose,CA
20240722130316PD,10101389,7/22/2024 12:00:00 AM,P242040419,2,7/22/2024 12:00:00 AM,7/22/2024 12:00:00 AM,12:32:34,415,DISTURBANCE,N,No report required; dispatch record only,[1000]-[1100] LEIGH AV ,San Jose,CA
20240903195246PD,10156825,9/3/2024 12:00:00 AM,P242470795,3,9/3/2024 12:00:00 AM,9/3/2024 12:00:00 AM,19:11:26,1066,SUSPICIOUS PERSON,N,No report required; dispatch record only,JUNCTION AV & ROGERS AV,San Jose,CA
20240519110814PD,10018242,5/19/2024 12:00:00 AM,P241400275,3,5/19/2024 12:00:00 AM,5/19/2024 12:00:00 AM,09:33:25,1181,"VEHICLE ACCIDENT, MINOR INJURIES",R,Report taken,BRANHAM LN & JARVIS AV,San Jose,CA
20240605222944PD,10040752,6/5/2024 12:00:00 AM,P241570878,2,6/5/2024 12:00:00 AM,6/5/2024 12:00:00 AM,22:25:06,23103,RECKLESS DRIVING,N,No report required; dispatch record only,[400]-[500] N CAPITOL AV ,San Jose,CA
20240907050610PD,10161302,9/7/2024 12:00:00 AM,P242510174,2,9/7/2024 12:00:00 AM,9/7/2024 12:00:00 AM,04:20:01,415,DISTURBANCE,T,Turned over To (TOT),S 2ND ST & E SAN FERNANDO ST,San Jose,CA
